#	year	left	match	right	topic
710	1992	 n't pork rind , and it raised the question of why	he	would risk alienating working-class white Southern	PRESIDENTIAL ELECTION OF 1992,
711	1992	Schnitzler wrote back , hurt and angry , that	he	would rather not risk a second train accident befa	BOOKS AND LITERATURE
712	1992	r sang about moving from a village to a city where	he	risks forgetting his roots .	MUSIC, REVIEWS, CONCERTS AND R
713	1992	ot air until late winter , and he regretted to add	he	would be risking severe corporate cruelty if he we	BASKETBALL
714	1992	ng bands , his advisers had disagreed over whether	he	should risk political capital on Mr. Fowler 's rac	ELECTIONS
715	1992	In a piece already highly unified	he	risked making simple things sound complicated .	BOOK REVIEWS
716	1992	``	He	also runs the risk of trivializing his mandate and	UNITED STATES POLITICS AND GOV
717	1992	If	you	can not risk ruining the tile in the process , hav	HOME REPAIRS, CERAMICS AND POT
718	1992	 supporters of the Mayor , warned Mr. Dinkins that	he	risked alienating Jews who helped elect him in 198	ASSAULTS, RACIAL RELATIONS, BL
719	1992	``	He	took a risk , but there were n't many other ways f	SEX CRIMES, MENTAL RETARDATION
720	1992		She	ca n't risk using the remaining western toads for 	FROGS, ENVIRONMENT, ENDANGERED
721	1992	There are times when	you	must risk a line of play where a misstep could be 	CHESS
722	1992	iants ' starting quarterback and today he told why	he	was risking another concussion in Saturday 's game	FOOTBALL, HEALTH, PERSONAL
723	1992	At moments in his career	he	has taken large risks , once even staging a 23-day	ELECTIONS, POLITICS AND GOVERN
724	1992		He	runs the risk of running no risk .	UNITED STATES POLITICS AND GOV
725	1993	`` You either grant these increases or	you	risk destroying the only carrier who will insure t	MEDICINE AND HEALTH, RATES, HE
726	1993	intruding into the male world of studio politics ,	she	runs as great a risk of being manipulated as Dr. M	THEATER
727	1993		You	run the risk of not always having the best if you 	Terms not available
728	1993	But panic and run into the street and	you	risk being killed by a falling parapet .	Terms not available
729	1993	But panic and run into the street and	you	risk being killed by a falling parapet .	Terms not available
730	1993	The Bosnian leader said the two men told him that	he	risked responsibility for the failure of peace eff	ASSASSINATIONS AND ATTEMPTED A
731	1993	ts and coffee beans and eggs , the booty for which	she	had risked her life .	_
732	1993	nows he 's going to have to get a feel for whether	he	should risk alienating his core constituency in or	TELEVISION, ADVERTISING
733	1993	Those are the dangers you face when	you	take risks .	TELEVISION
734	1993	m Conway , president of the society , who concedes	he	risks greatly bestirring much of the urban menager	ZOOS, NAMES, ORGANIZATIONAL, P
735	1993	 sense case for sacrifice , but patriotism is when	you	risk your life , not when you risk your wallet . '	QUOTATION OF THE DAY
736	1993	t patriotism is when you risk your life , not when	you	risk your wallet . ''	QUOTATION OF THE DAY
737	1993	 sense case for sacrifice , but patriotism is when	you	risk your life , not when you risk your wallet . '	TAXATION, UNITED STATES ECONOM
738	1993	t patriotism is when you risk your life , not when	you	risk your wallet . ''	TAXATION, UNITED STATES ECONOM
739	1993	 was also a persuasive if provocative player , and	he	took some interesting risks .	MUSIC, REVIEWS, CONCERTS AND R
740	1993	 is surcharged with communal feelings , tensions ,	you	can not take this risk .	DEMONSTRATIONS AND RIOTS, HIND
741	1993		He	obviously runs the risk of reaching out to Republi	FINANCES, BUDGETS AND BUDGETIN
742	1993		You	do n't take risks .	UNITED STATES INTERNATIONAL RE
743	1993	With young artists ,	you	risk visual evaluation .	ART, ART SHOWS, WOMEN, FEDERAL
744	1993	nd otherwise opposing the subordination of women ,	she	risked persecution if she returned home .	IMMIGRATION AND EMIGRATION, AS
745	1993	eological as emotional , a hatred so powerful that	she	regularly and recklessly risked her safety , and e	BOOK REVIEWS
746	1993	But	he	runs the risk of focusing those eyes from the outs	HOCKEY, ICE
747	1993	s well aware that in leaping from film to Broadway	she	risks a big fall .	THEATER
748	1993	`` Kenneth is pragmatic , but	he	will take far more risks .	ENTERTAINMENT AND AMUSEMENTS, 
749	1993	In one letter , Mr. Abbey stated that	he	was risking violating the law .	BOYCOTTS, BLACKLISTING, LAW AN
750	1993		He	risks treating all opera characters , from Almaviv	OPERA, HOMOSEXUALITY
751	1993	could make the back problem worse by playing , but	he	will take the risk .	BASKETBALL
752	1993	`` And when you appeal to a broader base ,	you	run the risk of being coarser than a magazine as p	FINANCES
753	1993	Speed is Mr. Cruz 's signature , and if	he	sometimes risks falling into a mincing style , he 	DANCING, REVIEWS
754	1993	 know that he can not afford to appear weak , that	he	must take clear stands and risks -- and lead .	UNITED STATES POLITICS AND GOV
755	1993	 run our banner up a portion of the flagpole means	you	risk leaving us -- and our justified rights -- fly	HOMOSEXUALITY, DEMONSTRATIONS 
756	1993	I wanted to ask him why	he	had taken this enormous personal risk .	BOATS AND BOATING, ROWING
757	1993	If the process were simplified more , he said , ``	you	would run the risk of ` What value is the regulati	CHILD CARE, LICENSES
758	1993	`` One of the things that	you	risk when you try to get a lot of things going in 	UNITED STATES POLITICS AND GOV
759	1993	ned the Croatian President , Franjo Tudjman , that	he	risked losing Western support unless Bosnian Croat	ISLAM
760	1993	But when you put the headlines first ,	you	run the risk of having your audience focus on the 	BOOK REVIEWS
761	1993	ution until he wins that first battle -- or should	he	risk all by going for everything at once ?	UNITED STATES POLITICS AND GOV
762	1993	``	You	're certainly not taking any risks by going after 	TELEVISION
763	1993	f it gives Cambodia a chance for a lasting peace ,	he	would take the risk of including the Khmer Rouge i	POLITICS AND GOVERNMENT, ELECT
764	1993	There were people who said , `	You	're taking a huge risk . ' ''	TELEVISION, CENSORSHIP, TELEVI
765	1993	And as Dr. Malone 's empire continues to grow ,	he	risks regulatory reaction .	TELEVISION, CABLE TELEVISION, 
766	1993	`` I know	she	takes risks , but the way she did today , I 've ne	TENNIS, FRENCH OPEN (TENNIS)
767	1993	Otherwise ,	he	risks loss of both . ''	MEDICINE AND HEALTH, REFORM AN
768	1993	u include a high level of mental health coverage ,	you	run a risk that the package of benefits will becom	MENTAL HEALTH AND DISORDERS, F
769	1993	er or on baby sitters in one grade of school , for	you	run the risk of losing them all at once , '' advis	CHILD CARE, BABY SITTERS
770	1993	If Mr. Florio attacks , Mr. Severin said ,	he	might be running a political risk , `` but he migh	ELECTIONS, GOVERNORS (US), CON
771	1993	id , he might be running a political risk , `` but	he	might be running a bigger risk if he does n't . ''	ELECTIONS, GOVERNORS (US), CON
772	1993	 more , if either candidate acts openly divisive ,	he	risks driving away more support than he gains .	ELECTIONS, MAYORS, SPANISH-SPE
773	1993	tes in similar cases : if he nominates the judge ,	he	risks being accused of a double standard .	NO INDEX TERMS
774	1993	urt of Appeals for the First Circuit , in Boston ,	he	risks being accused of having a double standard fo	APPOINTMENTS AND EXECUTIVE CHA
775	1993	By endorsing one candidate	he	risks alienating supporters of other hopefuls , su	ELECTIONS, PUBLIC ADVOCATE (NY
776	1993	nfluential members of Congress on the other side ,	you	always run the risk of hurting yourself , '' Mr. B	BIOGRAPHICAL INFORMATION, LAW 
777	1993	The bottom line : `` Any way	you	took risk , you got paid , '' said John Rekenthale	STOCKS AND BONDS, MUTUAL FUNDS
778	1993	Do	you	risk humiliation and go search for the correct siz	BATHING SUITS, RETAIL STORES A
779	1993	e trainer who has been tending Sampras , said that	he	might be risking a rotator-cuff injury by continui	TENNIS, WIMBLEDON TENNIS TOURN
780	1993	roduction 's Lancelot , Steve Blanchard , the most	he	risks being mistaken for is Lance , a Chippendale 	THEATER
781	1993	is limited to 11 years by Federal guidelines , but	he	risks forfeiture of assets .	NO INDEX TERMS
782	1993	Does	he	take a one-year deal and try to enter the free-age	FOOTBALL
783	1993	Asked why	he	risked his life that way , he burst into laughter 	GEOGRAPHIC PROFILES, CIVIL WAR
784	1993	off game last April and was warned by doctors that	he	would risk his life if he ever played basketball a	BASKETBALL, HEALTH, PERSONAL, 
785	1993	awa 's reformist credentials rely on the fact that	he	took the risk of leaving the Liberal Democrats to 	POLITICS AND GOVERNMENT, ECONO
786	1993	 Torres on his campaign staff without any rebuke ,	he	risks fueling a potentially contentious issue .	ELECTIONS, MAYORS, ELECTION IS
787	1993	But should he dismiss Mr. Torres ,	he	risks alienating many Hispanic voters , whom many 	ELECTIONS, MAYORS, BLACKS (IN 
788	1993	But	he	risks permanent hearing loss in his right ear if h	FOOTBALL
789	1993		She	risked being the spoiler , but has now won politic	INTERNATIONAL TRADE AND WORLD 
790	1993	 quality , was no longer crucial to her survival ,	she	ran the risk of becoming just another spoiled litt	THEATER, REVIEWS
791	1993		He	takes a risk : he walks up to a young woman and as	ESPIONAGE
792	1993	ause of the type of medication we are giving him ,	he	can not risk injury .	HOCKEY, ICE, HEART, HEALTH, PE
793	1993	 he grows too shrill in attacking his challenger ,	he	risks surrendering the very mantle of mayoral stew	ELECTIONS, MAYORS
794	1993	ministration , warning that every day she delays ,	she	runs the risk of having Mr. Florio and his chief p	ELECTIONS, GOVERNORS (US), FIN
795	1993		He	risked his life many times , but he did n't leave 	POLITICS AND GOVERNMENT
796	1993	And whenever you do that ,	you	run the risk that you wo n't be able to live up to	TERRORISM, BOMBS AND BOMB PLOT
797	1993	 is clear : That if you challenge Coach DAN REEVES	you	risk being sent packing .	FOOTBALL
798	1993	rade that for short-term results , '' he said , ``	you	run the risk of running out of products and techno	SCIENCE AND TECHNOLOGY, EXECUT
799	1993	A Risky Course For all of that ,	he	clearly runs some risk .	POLITICS AND GOVERNMENT, ARMAM
800	1993	Why would	he	risk an entire season on an unproven engine ?	AUTOMOBILE RACING, ENGINES
801	1993	Like them ,	he	risks his own firm 's capital on lengthy projects 	STOCKS AND BONDS, SUITS AND LI
802	1993	tion that by campaigning for the trade agreement ,	he	risks upsetting the fragile Democratic coalition t	INTERNATIONAL TRADE AND WORLD 
803	1993	your hands whenever you enter a coffee shop here ,	you	certainly risk your nerves being rattled and your 	RESTAURANTS, DELICATESSENS
804	1993	 idea that it is Parliament that calls elections ,	he	runs a real risk that the balloting will never be 	LEGISLATURES AND PARLIAMENTS, 
805	1993	ive , but because of the sensitivity of the area ,	you	risk severe nose infections , which , should they 	HAIR
806	1993	`` But if it 's broadly applied ,	you	run the risk of intruding on people 's personal ch	SOCIAL SERVICES, LAW AND LEGIS
807	1993	Generally ,	he	did n't risk turndowns because `` I knew who I cou	RESTAURANTS, BIOGRAPHICAL INFO
808	1993	``	You	take a risk and then the situation up and bites yo	BASKETBALL, DRUG ABUSE AND TRA
809	1993	ntempt , if he 's ever to believe he 's worth what	he	has risked .	BASKETBALL, DRUG ABUSE AND TRA
810	1993	It is a reminder that	he	, too , has taken risks and suffered .	POLITICS AND GOVERNMENT, ECONO
811	1993		He	is taking the risk of suffering a serious injury b	BASKETBALL
812	1993	owever , Coleman 's youth and immense talents make	him	comfortable taking that risk .	BASKETBALL
813	1993	here might have been no real danger , but at least	he	was taking risks we could see .	BASKETBALL, ATHLETICS AND SPOR
814	1993	igh-tech companies , is an entrepreneur because ``	he	risks his own firm 's capital on lengthy projects 	SUITS AND LITIGATION, SCIENCE 
815	1993		She	takes risks to heighten expression , and in the fi	MUSIC, REVIEWS, CONCERTS AND R
816	1993	``	You	're risking failure , '' he said .	FOOTBALL
817	1993	If	you	do n't take the risk , you 're not living anymore 	FOOTBALL
818	1993	His most winning moments were those in which	he	took risks .	MUSIC, REVIEWS, CONCERTS AND R
819	1993	e Hollywood , and to be more openly applauded when	he	takes risks .	MOTION PICTURES, BIOGRAPHICAL 
820	1993	``	You	take a risk because you have to work , '' said Guy	POLITICS AND GOVERNMENT, INTER
821	1993	alo Bills even though a doctor has warned him that	he	risks serious injury , according to a person close	FOOTBALL, HEALTH, PERSONAL
822	1993	est pass rushers , and the Jets are confident that	he	is not risking serious injury by continuing to pla	FOOTBALL, HEALTH, PERSONAL
823	1993	I 'm confident	he	is not risking his health . ''	FOOTBALL, HEALTH, PERSONAL
824	1993	rtainly , in seeking Russian military assistance ,	he	is taking the risk of giving credence to Mr. Gamsa	INDEPENDENCE MOVEMENTS, CIVIL 
825	1993	ver get the impression , as you did earlier , that	she	runs a real risk of spinsterhood .	THEATER, REVIEWS
826	1993	Still ,	he	risked it all and did so with serenity .	HOUSING, GEHRY HOUSE (SANTA MO
827	1993	and if the President had barred the Wisconsin plan	he	risked being accused of backsliding .	WELFARE (US), REFORM AND REORG
828	1993		He	even risks his freedom by following the judge who 	MOTION PICTURES, REVIEWS
829	1993	 a stool as the concert opened , swiveling so much	he	risked saddle sores , but coasting through the mat	MUSIC, REVIEWS, CONCERTS AND R
830	1993	If	you	risk a tailored item or shoe , make sure it 's exc	CHRISTMAS, CHRISTMAS GIFTS
831	1993	If you hate too much , he said , ``	you	run the risk of becoming like what you fear and wh	PRISONS AND PRISONERS, ELECTIO
832	1993	But at least	he	only risked himself .	BOXING
833	1993	Mero is not sure whether	he	runs the same risk of arrest as Kevorkian .	SUICIDES AND SUICIDE ATTEMPTS,
834	1993	``	You	are taking the risk that interest rates will move 	STOCKS AND BONDS, ECONOMIC CON
835	1993	n July was politically risky for Mr. Cuomo because	he	risked being blamed if no legislation passed at al	MENTAL HEALTH AND DISORDERS, L
836	1993	Instead ,	he	's taking a calculated political risk that the Nor	UNITED STATES INTERNATIONAL RE
837	1993	one film , or two or three , will be so successful	you	take risks that turn out to be unwarranted , '' he	BIOGRAPHICAL INFORMATION, COMP
838	1993	Instead ,	he	risked his freedom and depleted his fortune .	NAZI ERA, JEWS, AWARDS, DECORA
839	1993	pediatrician , her parents felt they could n't let	her	take the risk .	RABIES, DOGS, CHILDREN AND YOU
840	1993	ove the Colts from their 20 to the Giant 7 , where	he	risked a second-down sideline pass to tight end Ji	FOOTBALL, FOOTBALL
841	1993	ith the mainstream media and that he did not think	he	was risking any of his prospects by going into are	TELEVISION, PAY TELEVISION, TE
842	1993	ce president of Columbia Pictures , said , `` When	you	take the risk not to be mundane , there will alway	MOTION PICTURES, AWARDS, DECOR
843	1993	why , if he was involved in the bombing plot , did	he	risk calling attention to himself by insisting ove	TERRORISM, WORLD TRADE CENTER 
844	1993	But when reports of the injury made it appear that	he	was risking permanent damage , his family became c	FOOTBALL, HEALTH, PERSONAL, FO
845	1993	uit to determine the limits of his authority , but	he	should take that risk .	EDUCATION AND SCHOOLS, EDITORI
846	1994	Mr. Clinton acknowledged that	he	was taking a political risk in appearing to delay 	WELFARE (US), MEDICINE AND HEA
847	1994	ok back and say , ` Hey , he tried , he did this ,	he	took some risks . ' ''	MOTION PICTURES, FINANCES
848	1994	`` Whatever you try will be respected and you feel	you	can take risks . ''	MUSIC
849	1994	``	He	risks creating the impression that he is insensiti	BLACKS (IN US), POLICE BRUTALI
850	1994	If you 're not ,	you	risk coming away with the feeling that you have wa	RESTAURANTS, REVIEWS
851	1994	s the most difficult period of all for you because	you	have taken a lot of risks , you have made a lot of	POLITICS AND GOVERNMENT, ECONO
852	1994	You ca n't overwhelm people , or	you	risk a negative backlash that could upset the whol	POLITICS AND GOVERNMENT, WOMEN
853	1994	' team doctors , Messier said , he is certain that	he	does n't risk further injury by continuing to play	HOCKEY, ICE
854	1994	``	You	ca n't risk turning the trucks off , '' Mr. Serpe 	WEATHER, ROADS AND TRAFFIC
855	1994	the argument that they are doing the right thing ,	he	risks not being in office at the next election .	HOUSING
856	1994	 in the United States and his stature in Ireland ,	he	certainly risked Downing Street 's retreat from th	UNITED STATES INTERNATIONAL RE
857	1994	Gore recognized from the start that	he	was taking a risk in accepting a job so often ridi	UNITED STATES POLITICS AND GOV
858	1994	``	You	are taking a major-league risk in there .	RETAIL STORES AND TRADE, SHOPP
859	1994	`` It 's true ,	you	run the risk of alienating the very people you wan	THEATER, WOMEN, MAGIC AND MAGI
860	1994	In Round 3 , on Feb. 7 ,	he	risked a speculative pawn sacrifice against the Ic	CHESS
861	1994		He	would risk his life for them , or maybe he 'd just	BOOK REVIEWS
862	1994	Collapse the defense and	you	risk being 3-pointed to death .	BASKETBALL, WOMEN
863	1994	Play one-on-one and	you	risk giving up easy baskets because of their quick	BASKETBALL, WOMEN
864	1994	e genuine and that , as the White House has said ,	she	was risking her own money .	FINANCES, PERSONAL, COMMODITIE
865	1994	ns as the President 's plan would empower it to do	you	risk seeing the independent-contractor status deci	MEDICINE AND HEALTH, HEALTH IN
866	1994	hing in her $ 100,000 cattle-trading venture -LRB-	she	risked $ 1,000 -RRB- , investigative reports on th	WHITEWATER CASE, ETHICS, NEWS 
867	1994	editor challenges a story , '' Mr. Cryer said , ``	he	or she runs the risk of being labeled racist , sex	NEWS AND NEWS MEDIA
868	1994	-- that you 'd decided that $ 1,000 was as much as	you	could risk .	WHITEWATER CASE, ETHICS, FINAN
869	1994	urs all at once , and if you 're away from Johnson	you	do n't risk getting your plane taken away from you	SPACE, ETHICS
870	1994		He	took the risk of personally arguing a difficult mo	POLITICS AND GOVERNMENT, BIOGR
871	1994	`` But anytime	you	risk defeat , nobody wants to attack .	SOCCER, WORLD CUP (SOCCER)
872	1994	omeone who has championed liberal causes , because	he	might risk a bloody confirmation fight .	APPOINTMENTS AND EXECUTIVE CHA
873	1994	ion that would increase the value of the company ,	he	risks being accused of not upholding his fiduciary	BANKRUPTCIES
874	1994	 police union more than other employees received ,	he	runs the risk of encouraging other unions to hold 	POLICE, CONTRACTS, GOVERNMENT 
875	1994	If he can not decide ,	he	risks torpedoing his most important achievement fo	EDITORIALS, PALESTINIANS, TERR
876	1994	Doctors warned that	she	risked damage to her vocal cords if she sang .	MUSIC, HEALTH, PERSONAL
877	1994	on it in this understated and oblique manner , but	he	also runs the risk of having his viewers lose inte	ART, SHOWS (EXHIBITS), REVIEWS
878	1994	e had shown no inclination to settle , even though	he	would risk a more severe sentence if convicted .	SUSPENSIONS, DISMISSALS AND RE
879	1994	ker wanted a world of social equality , and for it	he	risked nothing less than his life , '' the newspap	BIOGRAPHICAL INFORMATION, POLI
880	1994	th a genuine feeling for form and scale , although	he	risks having the sheer eccentricity and technical 	ART, REVIEWS, SHOWS (EXHIBITS)
881	1994	But	he	also runs the risk of appearing to be a waffler .	ABORTION, ELECTION ISSUES, MED
882	1994	Here are the faces for whom	you	risked your lives .	WORLD WAR II (1939-45), UNITED
883	1994	As Chavis mines such alienation among blacks ,	he	risks being criticized for trying to be everything	BLACKS (IN US), CIVIL RIGHTS
884	1994	When will	you	risk acknowledging that revealed age in a woman sh	SKIN
885	1994	 , has clearly enjoyed his streak , but on Tuesday	he	risked political fallout by complaining publicly t	ELECTIONS, GOVERNORS (US), PRI
886	1994	The Giants no longer had to pay him and	he	no longer was risking being embarrassed , as Phil 	FOOTBALL
887	1994	l commercial , '' admitted Mr. Moehlenkamp , `` or	you	run the risk of ` demo love . ' ''	TELEVISION, DATA PROCESSING (C
888	1994	rom Gay Games organizers for months , arguing that	he	could not risk harming the field during the baseba	GAY GAMES '94, HOMOSEXUALITY, 
889	1994	``	You	run the risk of putting out information that could	STOCKS AND BONDS, MUTUAL FUNDS
890	1994	Friends say he was aware that	he	ran the risk of angering Mr. Simpson .	MURDERS AND ATTEMPTED MURDERS,
891	1994		He	took a risk when he assumed Mr. Neelley was keepin	AIRLINES AND AIRPLANES, RESERV
892	1994	Q. Do n't	you	run the risk of cuteness with a whimsical interfac	ELECTRONIC INFORMATION SYSTEMS
893	1994	``	You	ca n't risk your life , '' said Natsuaki Fusano , 	CORPORATIONS, ORGANIZED CRIME,
894	1994	 persisted in pressing his case in Washington , ``	he	runs the risk of creating confusion and thereby je	ECONOMIC CONDITIONS AND TRENDS
895	1994	`` Someone did , but ultimately	she	did n't take the risk . ''	POLITICS AND GOVERNMENT, ISLAM
896	1994	ty 's health , safety and welfare '' and said that	he	risked fines and forfeiture .	HOTELS AND MOTELS, DRUG ABUSE 
897	1994	d and wrote an article about it , which meant that	she	risked losing work .	BOOK REVIEWS, MODELS (PROFESSI
898	1994	If she does show up ,	she	risks being killed .	BOOKS AND LITERATURE, EDITORIA
899	1994	ead his fishing boat toward the Windward Passage ,	he	runs the risk of almost certain interception by on	IMMIGRATION AND REFUGEES, UNIT
900	1994	After all ,	he	had risked his reputation as a judge of human char	ESPIONAGE
901	1994	`` If you get competition in the local loop ,	you	run the risk of long-distance companies siphoning 	TELEPHONES AND TELECOMMUNICATI
902	1994	A more convincing argument could be that	he	risks political humiliation if he hangs on .	POLITICS AND GOVERNMENT, ELECT
903	1994	suggestion that if she appears before the court ``	she	risks being killed '' is self-evident in that the 	ISLAM
904	1994	ng out before the food is cooked properly , nor do	you	run the risk of serving food that is charred outsi	COOKING AND COOKBOOKS
905	1994	ng out before the food is cooked properly , nor do	you	run the risk of serving food that is charred outsi	COOKING AND COOKBOOKS
906	1994	ng out before the food is cooked properly , nor do	you	run the risk of serving food that is charred outsi	COOKING AND COOKBOOKS, BARBECU
907	1994	ng out before the food is cooked properly , nor do	you	run the risk of serving food that is charred outsi	COOKING AND COOKBOOKS
908	1994	If he clamps down even harder on dissent ,	he	risks a police overreaction that could work to the	POLITICS AND GOVERNMENT, STRIK
909	1994	If he appears to be too soft , however ,	he	risks unsettling hard-line generals from whose ran	POLITICS AND GOVERNMENT, STRIK
910	1994	ining a commitment to the needs of New York City ,	he	risks his relationship with the city 's power stru	ELECTIONS, GOVERNORS (US), END
911	1994	 speaking out against the Nazis ' racist program ,	he	did not risk his life to save specific Jews and wa	BOOKS AND LITERATURE
912	1994	l Cedras , commander of the armed forces , that ``	he	runs great risk not only to himself , but to his i	FREEDOM AND HUMAN RIGHTS, POLI
913	1994	`` If you stay in the same place ,	you	run the risk of resource depletion , '' he said .	ARCHEOLOGY AND ANTHROPOLOGY, K
914	1994		She	even runs the risk of seeming too pluralistic and 	BOOK REVIEWS
915	1994	IN the meantime , he argued ,	he	has not risked investors ' capital , and when the 	STOCKS AND BONDS, INVESTMENT S
916	1994	ers you color the view of scientific decisions and	you	risk data that is based on outcomes and not facts 	UNITED STATES POLITICS AND GOV
917	1994	This time ,	he	risks alienating the Cuban-American community as w	UNITED STATES POLITICS AND GOV
918	1994	e housing the hard-to-house in existing projects ,	you	'll risk making the whole project , and the surrou	HOUSING
919	1994	here is no incentive for mom to become drug-free :	she	does not risk losing contact with her children .	FOSTER CARE, FINANCES
920	1994	But the fact remains that	he	has taken a considerable risk and headed into unch	UNITED STATES INTERNATIONAL RE
921	1994	If the mother refuses to sign the consent ,	she	risks criminal prosecution for having accepted the	ADOPTIONS, BABIES, REFORM AND 
922	1994	 Rowland after barely qualifying for the primary ,	she	has risked appearing combative and shrill .	ELECTIONS, PRIMARIES, GOVERNOR
923	1994	And	you	run a strong risk of doing that . ''	AMNESTIES, TAXATION, LIBRARIES
924	1994	y on your skin for more than about 20 minutes lest	you	risk frostbite , and never put unwrapped ice on th	FIRST AID
925	1994	Given that college is several years off ,	he	is taking greater risk in hopes of greater return 	COLLEGES AND UNIVERSITIES, SAV
926	1994	l for even tougher measures against the refugees ,	he	would risk alienating the Cuban-Americans .	IMMIGRATION AND REFUGEES, ELEC
927	1994	Mr. Garza understood that by granting an interview	he	risked calling the immigration agency 's attention	_
928	1994	Mr. Garza understood that by granting an interview	he	risked calling the immigration agency 's attention	IMMIGRATION AND REFUGEES, SURV
929	1994		You	risk your life by walking the streets late at nigh	COLLEGES AND UNIVERSITIES
930	1994	``	You	take risk when you do that .	FIRES AND FIREMEN, FOREST AND 
931	1994	came bona fide college football players only after	he	risked a scholarship on them .	FOOTBALL
932	1994	 season was necessary , Bettman had said , because	he	could n't risk a midseason strike , like the one i	HOCKEY, ICE, LOCKOUTS
933	1994	ive '' and that he would think about it , but that	he	could n't risk being in the same position next fal	HOCKEY, ICE, LOCKOUTS
934	1994	w the season to start without an agreement because	he	could n't risk a situation such as that in basebal	HOCKEY, ICE, LABOR
935	1994	you spike the ball near an opponent after a play ,	you	risk being called for taunting even if you do n't 	FOOTBALL
936	1994	ayer spikes the ball near an opponent after a play	you	risk being called for taunting , even if that play	FOOTBALL
937	1994	But	he	may risk looking petty or to be playing the same g	ELECTIONS, GOVERNORS (US), ELE
938	1994	old him if he spilled the beans to company lawyers	he	risked being blacklisted on Wall Street .	STOCKS AND BONDS, LAYOFFS AND 
939	1994	But if Mr. Boutros-Ghali grants the request ,	he	risks leading United Nations troops into a confron	CIVIL WAR AND GUERRILLA WARFAR
940	1994	it in Pakistan was about to expire , he said , and	he	risked imprisonment if he stayed longer .	TERRORISM, WORLD TRADE CENTER 
941	1994	it in Pakistan was about to expire , he said , and	he	risked imprisonment if he stayed longer .	TERRORISM, WORLD TRADE CENTER 
942	1994	a toward peace with Israel , despite concerns that	he	would risk criticism for visiting a country linked	UNITED STATES INTERNATIONAL RE
943	1994	When asked why	he	risked his neck doing his own dangerous stunts for	DEATHS, BIOGRAPHICAL INFORMATI
944	1994	 competition where two shows are on head-to-head ,	you	risk creating a permanent franchise for the show l	TELEVISION, NEWS AND NEWS MEDI
945	1994	`` There was a point in time where	she	risked it all , '' said Schrader , referring to Au	BOATS AND BOATING, RACES AND R
946	1994	use he expects stunning achievements , but because	he	can not risk the damage to peace talks by snubbing	UNITED STATES INTERNATIONAL RE
947	1994	he need to generate all that cash , Mr. Wolfe said	he	would probably take a bit more risk .	INVESTMENT STRATEGIES
948	1994	On the other hand ,	he	can not risk alienating her supporters as he tries	ELECTIONS, GOVERNORS (US)
949	1994	`` It 's rough when	you	risk having your merchandise confiscated , being a	VENDORS, STREET
950	1994	ection too early and without proper organization ,	you	risk a vote with so many irregularities that even 	ELECTIONS, POLITICS AND GOVERN
951	1994	 many irregularities that even without any fraud ,	you	risk deteriorating the image of the results , '' a	ELECTIONS, POLITICS AND GOVERN
952	1994		She	took more risks , and if you do n't go for it in t	TENNIS, VIRGINIA SLIMS CHAMPIO
953	1994	panel of medical experts came forward and said , `	You	're risking the lives of runners , ' the I.A.A.F. 	OLYMPIC GAMES (1996), SUMMER G
954	1994		She	took more risks , and if you do n't go for it in t	Terms not available
955	1994	``	You	ca n't take away staff and cut programs and not ri	PRISONS AND PRISONERS, STRIKES
956	1994	kept him from playing in the second half , fearing	he	could risk serious damage .	FOOTBALL, HEALTH, PERSONAL
957	1994	ght it , but I think they had a big , big rush and	you	risk a fumble . ''	FOOTBALL
958	1994	`` If	you	take a look at risks that are out there , one need	ATOMIC WEAPONS, PLUTONIUM, ACC
959	1994	e when the cancer is still confined to the gland ,	he	risks permanent impotence , stress incontinence an	CANCER, SURVEYS AND SERIES, SU
960	1994	g about his cancer , explaining to his doctor that	he	would rather take his chances with cancer than ris	CANCER, SURVEYS AND SERIES, SU
961	1994	`` If you were n't strapped ,	you	was risking your life . ''	CRIME AND CRIMINALS, SURVEYS A
962	1994	ss the S.E.C. receives adequate support for that ,	you	run the risk of a significant number of cases such	STOCKS AND BONDS, SUITS AND LI
963	1994	``	He	took a risk and saved people 's lives . ''	MURDERS AND ATTEMPTED MURDERS,
964	1994	a few distinctively Clintonian programs or ideas ,	he	risks looking more rudderless and less convincingl	UNITED STATES POLITICS AND GOV
965	1994	Otherwise	he	risked being entirely marginalized in the legislat	TAXATION, EDITORIALS, ELECTION
966	1994	ge to the minority is , ` If you are an activist ,	you	risk prison . ' ''	ALBANIA-INTERNATIONAL RELATION
967	1994	n accedes to Chechnya 's clamor for independence ,	he	will risk facing similar battles in other regions 	_
968	1994	Mrs. Civitello acknowledged that	she	risked being labeled prejudiced but said in an int	SPANISH-SPEAKING GROUPS (US), 
969	1994	Eat the wrong thing ,	she	risks an upset stomach .	THEATER, BIOGRAPHICAL INFORMAT
970	1995	nt said , `` When you carry out your duties , when	you	risk your lives even on New Year 's Eve , remember	INDEPENDENCE MOVEMENTS
971	1995	 offer well-thought-out answers to all questions ,	he	runs the risk of having another flight of capital 	FOREIGN INVESTMENTS, WAGE AND 
972	1995	 offer well-thought-out answers to all questions ,	he	runs the risk of having another flight of capital 	FOREIGN INVESTMENTS, WAGE AND 
973	1995	ates go up by more than another percentage point ,	you	rund the risk of greater dislocations , and more d	STOCKS AND BONDS, SURVEYS AND 
